"Дата","Название","ИНН","Адрес","Сайт","Признаки, установленные Банком России","Деятельность прекращена","Дополнительно"
2021-08-02,"Sbcapital",,,"sbcapital.biz","Признаки ""финансовой пирамиды""",0,
2021-08-02,"Sequoiacap",,,"sequoiacap.com.ru, sequoiacap.pro","Признаки ""финансовой пирамиды""",0,
2021-08-02,"SimpleWay, Seabreeze Partners Ltd",,,"simpleway.trade, webtrader.simpleway.cc, simpleway.world, simpleway.one","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-08-02,"Svvpro, Svv Pro",,,"svvpro.com, trade.svvpro.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-08-02,"TOFS Ltd",,,"tofsltd.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-08-02,"Trading Place",,,"trading-place.ru","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-08-02,"TRAND MARKETS, Trand Markets LTD",,,"markettrands.com, www.trandmarkets.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-08-02,"TXGlobal, Fin Tree Ltd",,,"txglobal.com, www.txglobal.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-08-02,"VIRETTA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,Viretta SP. Z O.O., Maxima Trade",,,"maximatrade.net, birtrade.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-08-02,"Кладоискатели",,,"kladoiskateli.biz, kladoiskateli.org","Признаки ""финансовой пирамиды""",0,
2021-08-02,"Комиссионный магазин “Венеция”",,"603128, Нижегородская область, г. Нижний Новгород, ул. Кораблестроителей, д. 22/2",,"Признаки нелегального кредитора",0,
2021-08-02,"Комиссионный магазин Добро ",,"650056, Кемеровская область, г. Кемерово, ул. Ногинская, д. 10Б",,"Признаки нелегального кредитора",0,
2021-08-02,"Комиссионный магазин Залог успеха",,"650056, Кемеровская область, г. Кемерово, ул. Волгоградская, д. 24
","vk.com/zalog_uspeha_42","Признаки нелегального кредитора",0,
2021-08-02,"Комиссионный магазин Ломбард-магазин Пятерочка",,"650002, Кемеровская область, г. Кемерово, ул. Шахтеров, д. 32",,"Признаки нелегального кредитора",0,
2021-08-02,"Ломбард ""Lombard_a2""",,"367015, Республика Дагестан, г. Махачкала, ул. Ярагского, д. 96","instagram.com/lombard_a2","Признаки нелегального кредитора",0,
2021-08-02,"Ломбард ""Ломбард скупка/продажа""",,"367026, Республика Дагестан, г. Махачкала, ул. Ташкентская, д. 6; 
367000, Республика Дагестан, г. Махачкала, ул. Шамиля, д. 5б",,"Признаки нелегального кредитора",0,
2021-08-02,"Ломбард ""Ломбард. Скупка золота""",,"367015, Республика Дагестан, г. Махачкала, ул. Ярагского, д. 60",,"Признаки нелегального кредитора",0,
2021-08-02,"Ломбард ""Ломбард_51""",,"367015, Республика Дагестан, г. Махачкала, ул. Ярагского, д. 51",,"Признаки нелегального кредитора",0,
2021-08-02,"МИКРОКРЕДИТНАЯ КОМПАНИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИКРОФИН""","7126502763","301000, Тульская область, Заокский район, рабочий пос. Заокский, ул. Ленина, д.8А офис 4 
","m-zaim.ru","Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОРИТЕТ"" (Ломбард Кредит)","6320037392","445047, Самарская область, г. Тольятти, ул. Тополиная, д. 1 б, ком. 1;
450105, Республика Башкортостан, г. Уфа, ул. Академика Королева, д. 4",,"Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПМАСТЕР"" (Комиссионный магазин Центр)","4218025219","654059, Кемеровская область, г. Новокузнецк, ул. Клименко (Заводской р-н), 28","vk.com/kkt_nk","Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОСТРОМСКОЙ СОЮЗ""","4401098872","156005, Костромская область, г. Кострома, ул. Советская, д. 100, офис НЖП 41",,"Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЮКЛ""","2311316138","350024, Краснодарский край, г. Краснодар, ул. Им. Прокофьева С.С., д. 15, пом. 2/2, пом. 12",,"Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕНОВАЦИЯ""","7813284175","199004, г. Санкт-Петербург, линия 9-я В.О., д. 34, литера А пом. 2-Н офис № 711, ком. 342","capitalhill.ru","Признаки ""финансовой пирамиды""",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ-Л""","5018188803","141070, Московская область, г. Королев, ул. Циолковского, д. 6/12, кв. 2, ком. 12",,"Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИКТОК"" (Ломбард TikTok)","7203512328","625051, Тюменская область, г. Тюмень, ул. 30 Лет Победы, д. 109, кв. 114; 
625000, Тюменская область, г. Тюмень, ул. Монтажников, д. 57/4",,"Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАСТ КАПИТАЛ ЛИЗИНГ"" (Trust Finance)","9721093865","109542, г. Москва, проспект Рязанский, д. 86/1, стр. 1, этаж 5, пом. 40-42, офис 514","trust-finance.ru","Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОРОШИЙ""","5401968461","630099, Новосибирская область, г. Новосибирск, ул.Орджоникидзе, д.30, кв.72;
630000, Новосибирская область, г. Новосибирск, ул. Дуси Ковальчук, д. 266/2; 
630000, Новосибирская область, г. Новосибирск, ул. площадь Карла Маркса, д. 3/1",,"Признаки нелегального кредитора",1,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ “АСТРА ЛИЗИНГ”","7727399415","117303, г. Москва, ул. Малая Юшуньская, д. 1, кв. 1, этаж 17, пом. 1 ком. 81-83","avtolombard-elit.ru","Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МАГАЗИН ""ВЕГА"" (Ломбард)","5507010630","644073, Омская область, г. Омск, ул. 2-я Солнечная, д. 28;
644081, Омская область, г. Омск, ул. Дианова, д. 2
","vk.com/id592443756","Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""КРЕДИТОРОФ""","3241504183","243140, Брянская область, г. Клинцы, проспект Ленина, д. 27","kreditorof.ru","Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ПЕРСОН АКТИОН""","7719472005","105118, г. Москва, ул. Кирпичная д. 20, стр.7. каб 2/37.",,"Признаки нелегального кредитора",0,
2021-08-02,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ПРОВИЖИНОФ""","9701092126","107078, г. Москва, ул. Новая Басманная, д. 14, стр. 4, ком. 308","provizhinof.ru","Признаки нелегального кредитора",0,
